Identifier,Parent,ChildTree1,ChildTree1_Name,ChildTree2,ChildTree2_Name,Title,Category,SubCategory,Subset,Frequency,Unit,Currency,Discontinued
EXMTMDCHCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Fertilisers, Crude & manufactured (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDOMCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Sulphur & Unroasted Iron Pyrites (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDOSCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Metaliferrous ores & other minerals (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDFACQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Coal, Coke & Briquettes, etc. (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDCECQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Petroleum, Crude & products (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDMRCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Wood &  Wood products (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDMDCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Leather & leather products (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDFECQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Organic & Inorganic Chemicals (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDMCCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Dyeing/tanning/colouring materials (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDLLCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Artificial resins, plastic materials, etc. (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDCPCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Chemical material & products (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDGACQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Newsprint (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDDACQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Pearls, precious & Semi-precious stones (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDIASQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Iron & Steel (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDENCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Non-ferrous metals (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDETCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Machine tools (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDCYCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Machinery, electrical & non-electrical (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDMYCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Transport equipment (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDRMCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Project goods (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDJMCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Professional instruments, Optical goods, etc. (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDCRCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Electronic goods (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDMPPQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Medicinal & Pharmaceutical products (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDPOCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Gold (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDPACQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Silver (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDTOCQ11M,,"EXMTMDTECQ11M,EXMTMDCOCQ11M,EXMTMDRCCQ11M,EXMTMDOCCQ11M,EXMTMDPPWQ11M,EXMTMDSPCQ11M,EXMTMDCHCQ11M,EXMTMDOMCQ11M,EXMTMDOSCQ11M,EXMTMDFACQ11M,EXMTMDCECQ11M,EXMTMDMRCQ11M,EXMTMDMDCQ11M,EXMTMDFECQ11M,EXMTMDMCCQ11M,EXMTMDLLCQ11M,EXMTMDCPCQ11M,EXMTMDGACQ11M,EXMTMDDACQ11M,EXMTMDIASQ11M,EXMTMDENCQ11M,EXMTMDETCQ11M,EXMTMDCYCQ11M,EXMTMDMYCQ11M,EXMTMDRMCQ11M,EXMTMDJMCQ11M,EXMTMDCRCQ11M,EXMTMDMPPQ11M,EXMTMDPOCQ11M,EXMTMDPACQ11M,EXMTMDOTCQ11M",Sector Classification,"EXMTMDXOCQ11M,EXMTMDXGCQ11M,EXMTMDXPCQ11M",Calculated Indicators,"Merchandise Imports - Total (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDOTCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports - Other Items (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDXOCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports: Excluding Petroleum (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDXGCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports: Excluding Gold and Silver (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMDXPCQ11M,EXMTMDTOCQ11M,,,,,"Merchandise Imports: Excluding Petroleum, Gold and Silver (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTMRTECQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Cotton Raw & Waste (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRCOCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Vegetable Oil (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRRCCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Pulses (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMROCCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Fruits & Vegetables (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRPPWQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Pulp and Waste paper (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRSPCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Textile yarn Fabric, made-up articles (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRCHCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Fertilisers, Crude & manufactured (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMROMCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Sulphur & Unroasted Iron Pyrites (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMROSCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Metaliferrous ores & other minerals (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRFACQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Coal, Coke & Briquettes, etc. (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRCECQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Petroleum, Crude & products (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRMRCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Wood &  Wood products (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRMDCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Leather & leather products (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRFECQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Organic & Inorganic Chemicals (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRMCCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Dyeing/tanning/colouring materials (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRLLCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Artificial resins, plastic materials, etc. (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRCPCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Chemical material & products (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRGACQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Newsprint (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRDACQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Pearls, precious & Semi-precious stones (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRIASQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Iron & Steel (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRENCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Non-ferrous metals (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRETCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Machine tools (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRCYCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Machinery, electrical & non-electrical (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRMYCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Transport equipment (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRRMCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Project goods (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRJMCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Professional instruments, Optical goods, etc. (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRCRCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Electronic goods (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRMPPQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Medicinal & Pharmaceutical products (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRPOCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Gold (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRPACQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Silver (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRTOCQ11M,,"EXMTMRTECQ11M,EXMTMRCOCQ11M,EXMTMRRCCQ11M,EXMTMROCCQ11M,EXMTMRPPWQ11M,EXMTMRSPCQ11M,EXMTMRCHCQ11M,EXMTMROMCQ11M,EXMTMROSCQ11M,EXMTMRFACQ11M,EXMTMRCECQ11M,EXMTMRMRCQ11M,EXMTMRMDCQ11M,EXMTMRFECQ11M,EXMTMRMCCQ11M,EXMTMRLLCQ11M,EXMTMRCPCQ11M,EXMTMRGACQ11M,EXMTMRDACQ11M,EXMTMRIASQ11M,EXMTMRENCQ11M,EXMTMRETCQ11M,EXMTMRCYCQ11M,EXMTMRMYCQ11M,EXMTMRRMCQ11M,EXMTMRJMCQ11M,EXMTMRCRCQ11M,EXMTMRMPPQ11M,EXMTMRPOCQ11M,EXMTMRPACQ11M,EXMTMROTCQ11M",Sector Classification,"EXMTMRXOCQ11M,EXMTMRXGCQ11M,EXMTMRXPCQ11M",Calculated Indicators,"Merchandise Imports - Total (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMROTCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports - Other Items (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRXOCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports: Excluding Petroleum (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRXGCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports: Excluding Gold and Silver (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTMRXPCQ11M,EXMTMRTOCQ11M,,,,,"Merchandise Imports: Excluding Petroleum, Gold and Silver (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTNRXPGQ11M,EXMTNRBALQ11M,,,,,"Merchandise Trade Balance - excl Gold and Net Petroleum Imports (Quick Estimate, Monthly, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTNDXPGQ11M,EXMTNDBALQ11M,,,,,"Merchandise Trade Balance - excl Gold and Net Petroleum Imports (Quick Estimate, Monthly, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTNRBXPQ11M,EXMTNRBALQ11M,,,,,"Merchandise Trade Balance - Excluding Petroleum Products (Quick Estimate, Monthly, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTNDBXPQ11M,EXMTNDBALQ11M,,,,,"Merchandise Trade Balance - Excluding Petroleum Products (Quick Estimate, Monthly, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTNRBLPQ11M,EXMTNRBALQ11M,,,,,"Merchandise Trade Balance - Petroleum Products (Quick Estimate, Monthly, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTNDBLPQ11M,EXMTNDBALQ11M,,,,,"Merchandise Trade Balance - Petroleum Products (Quick Estimate, Monthly, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTNRBALQ11M,,"EXMTNRBLPQ11M,EXMTNRBXPQ11M,EXMTNRXPGQ11M",,,,"Merchandise Trade Balance (Quick Estimate, Monthly, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTNDBALQ11M,,"EXMTNDBLPQ11M,EXMTNDBXPQ11M,EXMTNDXPGQ11M",,,,"Merchandise Trade Balance (Quick Estimate, Monthly, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTNDBACQ11M,,"EXMTNDBPCQ11M,EXMTNDXPCQ11M,EXMTNDXGCQ11M",,,,"Merchandise Trade Balance (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTNDBPCQ11M,EXMTNDBACQ11M,,,,,"Merchandise Trade Balance - Petroleum Products (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTNDXPCQ11M,EXMTNDBACQ11M,,,,,"Merchandise Trade Balance - Excluding Petroleum Products (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTNDXGCQ11M,EXMTNDBACQ11M,,,,,"Merchandise Trade Balance - excl Gold and Net Petroleum Imports (Quick Estimate, Cumulative, US Dollar)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,US Dollar,USD,N
EXMTNRBACQ11M,,"EXMTNRBPCQ11M,EXMTNRXPCQ11M,EXMTNRXGCQ11M",,,,"Merchandise Trade Balance (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTNRBPCQ11M,EXMTNRBACQ11M,,,,,"Merchandise Trade Balance - Petroleum Products (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTNRXPCQ11M,EXMTNRBACQ11M,,,,,"Merchandise Trade Balance - Excluding Petroleum Products (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
EXMTNRXGCQ11M,EXMTNRBACQ11M,,,,,"Merchandise Trade Balance - excl Gold and Net Petroleum Imports (Quick Estimate, Cumulative, Rupees)",Foreign Trade,Merchandise Trade,Quick Estimates,Monthly,Rupees,INR,N
